違規年月份,年齡,違規人性別,違規態樣
111-03,78,M,闖紅燈累犯
111-03,78,M,闖紅燈累犯
111-03,73,M,無照駕駛累犯
111-03,73,M,無照駕駛累犯
111-03,79,M,無照駕駛累犯
111-03,79,M,無照駕駛累犯
111-03,70,M,無照駕駛累犯
111-03,70,M,無照駕駛累犯
111-03,70,M,無照駕駛累犯
111-03,70,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,66,M,無照駕駛累犯
111-03,66,M,無照駕駛累犯
111-03,66,M,無照駕駛累犯
111-03,66,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,47,M,無照駕駛累犯
111-03,47,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,45,M,無照駕駛累犯
111-03,45,M,無照駕駛累犯
111-03,45,M,無照駕駛累犯
111-03,45,M,闖紅燈累犯
111-03,45,M,闖紅燈累犯
111-03,45,M,闖紅燈累犯
111-03,45,M,闖紅燈累犯
111-03,43,M,無照駕駛累犯
111-03,43,M,無照駕駛累犯
111-03,43,M,無照駕駛累犯
111-03,43,M,無照駕駛累犯
111-03,39,M,無照駕駛累犯
111-03,39,M,無照駕駛累犯
111-03,39,M,無照駕駛累犯
111-03,32,M,闖紅燈累犯
111-03,32,M,闖紅燈累犯
111-03,31,M,闖紅燈累犯
111-03,31,M,闖紅燈累犯
111-03,28,M,無照駕駛累犯
111-03,28,M,無照駕駛累犯
111-03,27,M,無照駕駛累犯
111-03,27,M,無照駕駛累犯
111-03,27,M,無照駕駛累犯
111-03,27,M,無照駕駛累犯
111-03,18,M,無照駕駛累犯
111-03,18,M,無照駕駛累犯
111-03,18,M,無照駕駛累犯
111-03,18,M,無照駕駛累犯
111-03,18,M,無照駕駛累犯
111-03,18,M,無照駕駛累犯
111-03,18,M,無照駕駛累犯
111-03,50,F,無照駕駛累犯
111-03,50,F,無照駕駛累犯
111-03,59,F,闖紅燈累犯
111-03,59,F,闖紅燈累犯
111-03,59,F,闖紅燈累犯
111-03,55,F,闖紅燈累犯
111-03,55,F,闖紅燈累犯
111-03,46,F,闖紅燈累犯
111-03,46,F,闖紅燈累犯
111-03,39,F,闖紅燈累犯
111-03,39,F,闖紅燈累犯
111-03,32,F,闖紅燈累犯
111-03,32,F,闖紅燈累犯
111-03,65,M,無照駕駛累犯
111-03,65,M,無照駕駛累犯
111-03,70,M,無照駕駛累犯
111-03,70,M,無照駕駛累犯
111-03,70,M,無照駕駛累犯
111-03,67,M,闖紅燈累犯
111-03,67,M,闖紅燈累犯
111-03,65,M,無照駕駛累犯
111-03,65,M,無照駕駛累犯
111-03,65,M,無照駕駛累犯
111-03,62,M,無照駕駛累犯
111-03,62,M,無照駕駛累犯
111-03,62,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,57,M,闖紅燈累犯
111-03,57,M,闖紅燈累犯
111-03,63,M,闖紅燈累犯
111-03,63,M,闖紅燈累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,64,M,無照駕駛累犯
111-03,64,M,無照駕駛累犯
111-03,64,M,無照駕駛累犯
111-03,64,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,60,M,闖紅燈累犯
111-03,60,M,闖紅燈累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,43,M,闖紅燈累犯
111-03,43,M,闖紅燈累犯
111-03,46,M,闖紅燈累犯
111-03,46,M,闖紅燈累犯
111-03,45,M,無照駕駛累犯
111-03,45,M,無照駕駛累犯
111-03,45,M,無照駕駛累犯
111-03,45,M,無照駕駛累犯
111-03,45,M,無照駕駛累犯
111-03,42,M,無照駕駛累犯
111-03,42,M,無照駕駛累犯
111-03,42,M,無照駕駛累犯
111-03,42,M,無照駕駛累犯
111-03,42,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,40,M,無照駕駛累犯
111-03,40,M,無照駕駛累犯
111-03,40,M,無照駕駛累犯
111-03,40,M,無照駕駛累犯
111-03,38,M,無照駕駛累犯
111-03,38,M,無照駕駛累犯
111-03,38,M,無照駕駛累犯
111-03,42,M,無照駕駛累犯
111-03,42,M,無照駕駛累犯
111-03,42,M,無照駕駛累犯
111-03,42,M,無照駕駛累犯
111-03,38,M,無照駕駛累犯
111-03,38,M,無照駕駛累犯
111-03,31,M,無照駕駛累犯
111-03,31,M,無照駕駛累犯
111-03,31,M,無照駕駛累犯
111-03,31,M,無照駕駛累犯
111-03,31,M,無照駕駛累犯
111-03,31,M,無照駕駛累犯
111-03,29,M,無照駕駛累犯
111-03,29,M,無照駕駛累犯
111-03,28,M,無照駕駛累犯
111-03,28,M,無照駕駛累犯
111-03,30,M,無照駕駛累犯
111-03,30,M,無照駕駛累犯
111-03,30,M,無照駕駛累犯
111-03,30,M,無照駕駛累犯
111-03,28,M,無照駕駛累犯
111-03,28,M,無照駕駛累犯
111-03,28,M,無照駕駛累犯
111-03,30,M,無照駕駛累犯
111-03,30,M,無照駕駛累犯
111-03,30,M,無照駕駛累犯
111-03,30,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,28,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,26,M,闖紅燈累犯
111-03,26,M,闖紅燈累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,28,M,闖紅燈累犯
111-03,28,M,闖紅燈累犯
111-03,28,M,闖紅燈累犯
111-03,27,M,無照駕駛累犯
111-03,27,M,無照駕駛累犯
111-03,24,M,闖紅燈累犯
111-03,24,M,闖紅燈累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,21,M,無照駕駛累犯
111-03,21,M,無照駕駛累犯
111-03,21,M,無照駕駛累犯
111-03,21,M,無照駕駛累犯
111-03,21,M,無照駕駛累犯
111-03,21,M,無照駕駛累犯
111-03,21,M,無照駕駛累犯
111-03,21,M,無照駕駛累犯
111-03,21,M,無照駕駛累犯
111-03,20,M,無照駕駛累犯
111-03,20,M,無照駕駛累犯
111-03,20,M,無照駕駛累犯
111-03,20,M,闖紅燈累犯
111-03,20,M,闖紅燈累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,77,F,闖紅燈累犯
111-03,77,F,闖紅燈累犯
111-03,77,F,闖紅燈累犯
111-03,57,F,無照駕駛累犯
111-03,57,F,無照駕駛累犯
111-03,49,F,無照駕駛累犯
111-03,49,F,無照駕駛累犯
111-03,49,F,無照駕駛累犯
111-03,49,F,無照駕駛累犯
111-03,49,F,無照駕駛累犯
111-03,49,F,闖紅燈累犯
111-03,49,F,闖紅燈累犯
111-03,49,F,闖紅燈累犯
111-03,49,F,闖紅燈累犯
111-03,49,F,闖紅燈累犯
111-03,41,F,無照駕駛累犯
111-03,41,F,無照駕駛累犯
111-03,23,F,闖紅燈累犯
111-03,23,F,闖紅燈累犯
111-03,50,F,無照駕駛累犯
111-03,50,F,無照駕駛累犯
111-03,50,F,無照駕駛累犯
111-03,50,F,無照駕駛累犯
111-03,50,F,無照駕駛累犯
111-03,50,F,無照駕駛累犯
111-03,50,F,闖紅燈累犯
111-03,50,F,闖紅燈累犯
111-03,50,F,闖紅燈累犯
111-03,71,M,闖紅燈累犯
111-03,71,M,闖紅燈累犯
111-03,69,M,無照駕駛累犯
111-03,69,M,無照駕駛累犯
111-03,69,M,闖紅燈累犯
111-03,69,M,闖紅燈累犯
111-03,82,M,無照駕駛累犯
111-03,82,M,無照駕駛累犯
111-03,82,M,無照駕駛累犯
111-03,67,M,無照駕駛累犯
111-03,67,M,無照駕駛累犯
111-03,71,M,無照駕駛累犯
111-03,71,M,無照駕駛累犯
111-03,67,M,無照駕駛累犯
111-03,67,M,無照駕駛累犯
111-03,70,M,無照駕駛累犯
111-03,70,M,無照駕駛累犯
111-03,72,M,無照駕駛累犯
111-03,72,M,無照駕駛累犯
111-03,72,M,無照駕駛累犯
111-03,72,M,無照駕駛累犯
111-03,72,M,無照駕駛累犯
111-03,72,M,無照駕駛累犯
111-03,72,M,闖紅燈累犯
111-03,72,M,闖紅燈累犯
111-03,72,M,闖紅燈累犯
111-03,68,M,無照駕駛累犯
111-03,68,M,無照駕駛累犯
111-03,71,M,無照駕駛累犯
111-03,71,M,無照駕駛累犯
111-03,71,M,無照駕駛累犯
111-03,71,M,無照駕駛累犯
111-03,71,M,無照駕駛累犯
111-03,70,M,無照駕駛累犯
111-03,70,M,無照駕駛累犯
111-03,70,M,無照駕駛累犯
111-03,69,M,無照駕駛累犯
111-03,69,M,無照駕駛累犯
111-03,69,M,闖紅燈累犯
111-03,69,M,闖紅燈累犯
111-03,69,M,無照駕駛累犯
111-03,69,M,無照駕駛累犯
111-03,69,M,無照駕駛累犯
111-03,69,M,無照駕駛累犯
111-03,69,M,無照駕駛累犯
111-03,69,M,無照駕駛累犯
111-03,69,M,無照駕駛累犯
111-03,69,M,闖紅燈累犯
111-03,69,M,闖紅燈累犯
111-03,67,M,無照駕駛累犯
111-03,67,M,無照駕駛累犯
111-03,67,M,無照駕駛累犯
111-03,67,M,無照駕駛累犯
111-03,66,M,無照駕駛累犯
111-03,66,M,無照駕駛累犯
111-03,66,M,無照駕駛累犯
111-03,68,M,無照駕駛累犯
111-03,68,M,無照駕駛累犯
111-03,68,M,無照駕駛累犯
111-03,67,M,闖紅燈累犯
111-03,67,M,闖紅燈累犯
111-03,67,M,闖紅燈累犯
111-03,67,M,闖紅燈累犯
111-03,65,M,無照駕駛累犯
111-03,65,M,無照駕駛累犯
111-03,67,M,闖紅燈累犯
111-03,67,M,闖紅燈累犯
111-03,67,M,闖紅燈累犯
111-03,47,M,無照駕駛累犯
111-03,47,M,無照駕駛累犯
111-03,47,M,無照駕駛累犯
111-03,47,M,無照駕駛累犯
111-03,79,M,無照駕駛累犯
111-03,79,M,無照駕駛累犯
111-03,79,M,無照駕駛累犯
111-03,79,M,無照駕駛累犯
111-03,61,M,無照駕駛累犯
111-03,61,M,無照駕駛累犯
111-03,61,M,無照駕駛累犯
111-03,61,M,闖紅燈累犯
111-03,61,M,闖紅燈累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,62,M,無照駕駛累犯
111-03,62,M,無照駕駛累犯
111-03,51,M,無照駕駛累犯
111-03,51,M,無照駕駛累犯
111-03,65,M,無照駕駛累犯
111-03,65,M,無照駕駛累犯
111-03,65,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,63,M,闖紅燈累犯
111-03,63,M,闖紅燈累犯
111-03,61,M,無照駕駛累犯
111-03,61,M,無照駕駛累犯
111-03,62,M,闖紅燈累犯
111-03,62,M,闖紅燈累犯
111-03,56,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,65,M,無照駕駛累犯
111-03,65,M,無照駕駛累犯
111-03,65,M,無照駕駛累犯
111-03,65,M,無照駕駛累犯
111-03,65,M,無照駕駛累犯
111-03,65,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,闖紅燈累犯
111-03,55,M,闖紅燈累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,闖紅燈累犯
111-03,55,M,闖紅燈累犯
111-03,65,M,無照駕駛累犯
111-03,65,M,無照駕駛累犯
111-03,65,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,60,M,闖紅燈累犯
111-03,60,M,闖紅燈累犯
111-03,60,M,闖紅燈累犯
111-03,66,M,無照駕駛累犯
111-03,66,M,無照駕駛累犯
111-03,66,M,無照駕駛累犯
111-03,61,M,無照駕駛累犯
111-03,61,M,無照駕駛累犯
111-03,64,M,無照駕駛累犯
111-03,64,M,無照駕駛累犯
111-03,64,M,無照駕駛累犯
111-03,64,M,無照駕駛累犯
111-03,64,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,64,M,無照駕駛累犯
111-03,64,M,無照駕駛累犯
111-03,64,M,無照駕駛累犯
111-03,64,M,無照駕駛累犯
111-03,64,M,無照駕駛累犯
111-03,64,M,闖紅燈累犯
111-03,64,M,闖紅燈累犯
111-03,63,M,闖紅燈累犯
111-03,63,M,闖紅燈累犯
111-03,52,M,闖紅燈累犯
111-03,52,M,闖紅燈累犯
111-03,57,M,無照駕駛累犯
111-03,57,M,無照駕駛累犯
111-03,57,M,無照駕駛累犯
111-03,57,M,無照駕駛累犯
111-03,51,M,無照駕駛累犯
111-03,51,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,51,M,無照駕駛累犯
111-03,51,M,無照駕駛累犯
111-03,51,M,無照駕駛累犯
111-03,51,M,無照駕駛累犯
111-03,51,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,57,M,無照駕駛累犯
111-03,57,M,無照駕駛累犯
111-03,57,M,無照駕駛累犯
111-03,57,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,64,M,無照駕駛累犯
111-03,64,M,無照駕駛累犯
111-03,64,M,無照駕駛累犯
111-03,64,M,無照駕駛累犯
111-03,66,M,無照駕駛累犯
111-03,66,M,無照駕駛累犯
111-03,66,M,無照駕駛累犯
111-03,65,M,無照駕駛累犯
111-03,65,M,無照駕駛累犯
111-03,65,M,無照駕駛累犯
111-03,65,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,53,M,闖紅燈累犯
111-03,53,M,闖紅燈累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,60,M,闖紅燈累犯
111-03,60,M,闖紅燈累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,61,M,無照駕駛累犯
111-03,61,M,無照駕駛累犯
111-03,58,M,闖紅燈累犯
111-03,58,M,闖紅燈累犯
111-03,64,M,闖紅燈累犯
111-03,64,M,闖紅燈累犯
111-03,61,M,無照駕駛累犯
111-03,61,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,闖紅燈累犯
111-03,54,M,闖紅燈累犯
111-03,54,M,闖紅燈累犯
111-03,54,M,闖紅燈累犯
111-03,54,M,闖紅燈累犯
111-03,54,M,闖紅燈累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,54,M,闖紅燈累犯
111-03,54,M,闖紅燈累犯
111-03,55,M,闖紅燈累犯
111-03,55,M,闖紅燈累犯
111-03,61,M,無照駕駛累犯
111-03,61,M,無照駕駛累犯
111-03,61,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,51,M,無照駕駛累犯
111-03,51,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,闖紅燈累犯
111-03,54,M,闖紅燈累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,62,M,無照駕駛累犯
111-03,62,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,51,M,無照駕駛累犯
111-03,51,M,無照駕駛累犯
111-03,65,M,闖紅燈累犯
111-03,65,M,闖紅燈累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,57,M,無照駕駛累犯
111-03,57,M,無照駕駛累犯
111-03,57,M,無照駕駛累犯
111-03,52,M,闖紅燈累犯
111-03,52,M,闖紅燈累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,51,M,無照駕駛累犯
111-03,51,M,無照駕駛累犯
111-03,51,M,無照駕駛累犯
111-03,51,M,無照駕駛累犯
111-03,51,M,無照駕駛累犯
111-03,63,M,闖紅燈累犯
111-03,63,M,闖紅燈累犯
111-03,66,M,無照駕駛累犯
111-03,66,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,闖紅燈累犯
111-03,60,M,闖紅燈累犯
111-03,59,M,無照駕駛累犯
111-03,59,M,無照駕駛累犯
111-03,59,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,56,M,闖紅燈累犯
111-03,56,M,闖紅燈累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,57,M,闖紅燈累犯
111-03,57,M,闖紅燈累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,59,M,無照駕駛累犯
111-03,59,M,無照駕駛累犯
111-03,59,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,61,M,闖紅燈累犯
111-03,61,M,闖紅燈累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,63,M,闖紅燈累犯
111-03,63,M,闖紅燈累犯
111-03,51,M,無照駕駛累犯
111-03,51,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,64,M,無照駕駛累犯
111-03,64,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,64,M,無照駕駛累犯
111-03,64,M,無照駕駛累犯
111-03,64,M,無照駕駛累犯
111-03,64,M,無照駕駛累犯
111-03,64,M,闖紅燈累犯
111-03,64,M,闖紅燈累犯
111-03,56,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,48,M,闖紅燈累犯
111-03,48,M,闖紅燈累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,48,M,闖紅燈累犯
111-03,48,M,闖紅燈累犯
111-03,48,M,闖紅燈累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,47,M,無照駕駛累犯
111-03,47,M,無照駕駛累犯
111-03,47,M,闖紅燈累犯
111-03,47,M,闖紅燈累犯
111-03,47,M,無照駕駛累犯
111-03,47,M,無照駕駛累犯
111-03,47,M,無照駕駛累犯
